,municipio,escrutinio,input_text,target_text
5727,Solsona,42.59,ERC-AM | 48.31 | 7 | 0 && JUNTS | 23.38 | 3 | <null> && Capgirem BCN - AMUNT | 14.71 | 2 | <null> && PSOE | 7.05 | 1 | 0 && Cs | 4.01 | 0 | <null> && VOX | 0.86 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 42.59%, ERC-AM ganaría en Solsona con siete concejales, lo que se traduciría en una cantidad similar que en los pasados comicios. Según la información ofrecida en este momento por el Ministerio del Interior, Esquerra Republicana se habría hecho con un 48,31% del electorado que le valdría para estar por delante de Junts per Solsona, con tres representantes; ApS CUP-Amunt, que se mantendría con dos concejales; y el PSC-CP, que con un 7,05% obtendría un miembro del Ayuntamiento. Tal resultado dejaría sin representación a Cs, opción elegida por el 4,01%; y a Vox, con un 0,86%."
366,Santa Fe,13.59,PSOE | 38.55 | 7 | 1 más && PP | 24.7 | 4 | 1 menos && Cs | 18.31 | 3 | <null> && I.U. | 11.23 | 2 | <null> && VOX | 6.53 | 1 | <null>,"El PSOE-A sería la fuerza política preferida en Santa Fe, al hacerse con siete concejales cuando el recuento de las elecciones municipales supera el 13.59% de escrutinio, lo que significaría uno más que los registrados en la región durante los pasados comicios. De acuerdo a los datos ofrecidos por el Ministerio del Interior, la organización de Ferraz habría conseguido la primera plaza gracias al 38,55% de los votos. En segunda posición estaría el PP (24,7%), con cuatro concejales; seguido de Cs (18,31%), con tres; mientras que IU–Para la Gente y Vox ocuparían asientos en el Ayuntamiento con dos y un representante, respectivamente. "
6022,"Garrovilla, La",40.08,Cs | 39.43 | 4 | <null> && PP | 32.05 | 4 | <null> && PSOE | 27.42 | 3 | <null>,"Con un 40.08% de los votos escrutados en las elecciones municipales, Cs y el PP empatarían a cuatro concejales en La Garrovilla. El partido naranja habría obtenido un 39,43% de las papeletas, mientras que la formación popular estaría por detrás en tantos porcentuales, con un 32,05% que le valdría para superar al PSOE, con un 27,42%. "
5927,Tarragona,77.76,PSOE | 23.38 | 7 | 2 menos && ERC-AM | 22.6 | 7 | 3 más && Cs | 14.71 | 4 | <null> && JUNTS | 11.14 | 3 | <null> && BARCELONA EN COMÚ-ECG | 8.0 | 2 | <null> && Capgirem BCN - AMUNT | 6.38 | 2 | <null> && PP | 6.27 | 2 | 2 menos && VOX | 2.96 | 0 | <null> && A | 1.81 | 0 | <null> && PACMA | 1.09 | 0 | 0,"Con un 99,26% de los votos escrutados en las elecciones municipales, el PSC-CP y ERC-MES-AM empatarían a siete concejales en Tarragona. La organización de Ferraz habría obtenido un 23,43% de las papeletas que, no obstante, le coloca al mismo nivel que Esquerra Republicana, con un 22,62%. Por detrás estarían Cs, que con el 14,7% obtendría cuatro concejales; Junts per Tarragona, que se haría con tres y un 11,09% de los votos; y ECP-TGN-ECG, con dos y un 8,05%. Por su parte, CUP-Amunt (6,35%) y el PP (6,26%) obtendrían representación también. Peor suerte correrían Vox, que con un 2,95% no se sentaría en el Salón de Plenos; y Ara, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 1,81%."
7534,Santo Domingo de la Calzada,38.76,PSOE | 31.06 | 5 | 1 menos && PP | 28.8 | 4 | 2 menos && MUÉVETE SANTO DOMINGO | 21.63 | 3 | <null> && I.U. | 7.76 | 1 | <null> && PR+ | 5.13 | 0 | 0 && Cs | 2.54 | 0 | <null> && PODEMOS-EQUO | 1.63 | 0 | <null>,"Con un 38.76% de los votos escrutados, el PSOE vencería en las elecciones municipales de Santo Domingo de la Calzada con cinco concejales, lo que supondría un asiento menos que durante los anteriores comicios en este municipio. La formación socialista habría obtenido un 31,06% de los votos, mientras que en la segunda plaza se situaría el PP, que lograría cuatro representantes, dos menos que en las pasadas votaciones en esta localidad; seguido de Muévete Santo Domingo, que se quedaría con tres concejales (21,63%); y IU, que conseguiría uno, con un 7,76%. "
1674,"Oliva, La",11.9,CCa-PNC | 24.59 | 7 | <null> && EN MARCHA | 16.95 | 4 | <null> && PSOE | 16.16 | 4 | <null> && PPMAJO-UPMAJORERO | 12.68 | 3 | <null> && NC-FA | 6.34 | 1 | <null> && PODEMOS | 6.08 | 1 | <null> && PP | 6.02 | 1 | <null> && Cs | 3.74 | 0 | <null> && Votemos | 3.4 | 0 | <null> && CONTIGO | 2.92 | 0 | <null>,"CCa-PNC sería la fuerza política más votada en La Oliva, al hacerse con siete concejales cuando el recuento de las elecciones municipales alcanza el 11.9% de escrutinio. Un 24,59% de las papeletas le habría servido para erigirse en la mayor fuerza política de la región por delante de En Marcha, con cuatro concejales; el PSOE, que se haría con cuatro; Gana Fuerteventura, con tres;; Nca-AMF, con uno; Podemos, con uno; y el PP, que con uno sería la última fuerza en obtener representantes en la circunscripción. Tal resultado dejaría sin representación a Cs, opción elegida por el 3,74%; y a Votemos Fuerteventura, con un 3,4%."
6118,Villanueva del Fresno,10.51,PSOE | 57.69 | 7 | 0 && PP | 37.73 | 4 | 0 && PODEMOS | 4.0 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 10.51%, el PSOE ganaría en Villanueva del Fresno con siete concejales, lo cual significaría el mismo número de representantes que durante los pasados comicios en esta localidad. La formación socialista habría obtenido un 57,69% de los votos, mientras que en segundo lugar aparecería el PP, que con cuatro representantes, conseguiría el mismo número que en las pasadas votaciones en esta localidad. A las puertas del Salón de Plenos se quedaría Podemos, como ya ocurrió en los comicios anteriores, con un 4%."
4496,San Esteban de Gormaz,17.95,PSOE | 54.73 | 6 | 0 && PP | 33.08 | 4 | 0 && P.P.SO. | 10.8 | 1 | <null>,"El PSOE sería la fuerza política preferida en San Esteban de Gormaz, al hacerse con seis concejales cuando el recuento de las elecciones municipales supera el 17.95% de escrutinio, lo que se traduciría en una cantidad similar que en los anteriores comicios. El 54,73% de las papeletas le habría servido a la formación socialista para superar al PP y a Plataforma del Pueblo Soriano, que obtendrían cuatro (33,08%) y un edil (10,8%), respectivamente. "
5993,Campillo de Llerena,53.45,PSOE | 65.81 | 7 | 2 más && I.U. | 18.08 | 1 | <null> && PP | 15.22 | 1 | 0,"El PSOE sería la fuerza política más votada en Campillo de Llerena, al hacerse con siete concejales cuando el recuento de las elecciones municipales supera el 53.45% de escrutinio, lo cual supondría dos asientos más que en los pasados comicios. El 65,81% de las papeletas le habría servido a la organización de Ferraz para superar a IU y al PP, que obtendrían uno (18,08%) y un edil (15,22%), respectivamente. "
1666,Arucas,79.33,PSOE | 36.08 | 9 | 4 más && NC-FA | 14.14 | 3 | 0 && PP | 14.09 | 3 | 1 menos && PODEMOS | 11.43 | 2 | <null> && CC - UxGC | 11.11 | 2 | <null> && Cs | 9.08 | 2 | <null> && Oa.IUC-Los Verdes | 2.16 | 0 | <null> && 3e en acción | 0.43 | 0 | <null>,"Con un 79.33% de los votos escrutados, el PSOE ganaría las elecciones municipales de Arucas con nueve concejales, lo que significaría un mejor resultado en la región que en los comicios anteriores, pues se traduce en cuatro representantes más. La organización de Ferraz habría obtenido un 36,08% de los votos, mientras que en la segunda plaza se situaría NC-FA, con tres concejales; seguido del PP, con tres. El cuarto lugar lo ocuparía Podemos, que se habría hecho con dos, seguido de CC-UxGC —11,11%— que consigue dos y de Cs —9,08%— con dos. Tal resultado dejaría sin representación a Otra Arucas, opción elegida por el 2,16%; y a Tercera Edad en Acción, con un 0,43%."
7210,Lezo,36.21,EH Bildu | 45.82 | 6 | <null> && EAJ-PNV | 42.33 | 6 | 0 && PSOE | 8.95 | 1 | 0 && PP | 1.03 | 0 | 0,"Con un 36.21% de los votos escrutados en las elecciones municipales, EH Bildu y EAJ-PNV empatarían a seis concejales en Lezo. La formación de izquierda 'abertzale' habría obtenido un 45,82% del electorado, lo cual supondría el mismo número de asientos que durante los pasados comicios en esta localidad, mientras que la formación nacionalista vasca estaría por detrás en tantos porcentuales, con un 42,33% que le valdría para superar al PSOE, con un 8,95%. Fuera estaría el PP, como ya ocurrió en los comicios anteriores, al recabar un 1,03% de apoyos."
553,Segura de la Sierra,92.41,PSOE | 73.18 | 7 | 0 && PP | 24.19 | 2 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 92.41%, el PSOE-A ganaría en Segura de la Sierra con siete concejales, lo cual significaría el mismo número de asientos que durante los pasados comicios en esta localidad. La formación socialista se habría hecho con el 73,18% de los votos, porcentaje que le valdría para estar por delante del PP, que con dos concejales, conseguiría el mismo número que en las pasadas votaciones en esta localidad, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
1438,Remolinos,49.42,PSOE | 67.81 | 6 | 0 && PP | 29.45 | 3 | 0,"El PSOE sería la fuerza política preferida en Remolinos, al hacerse con seis concejales cuando el recuento de las elecciones municipales supera el 49.42% de escrutinio, lo que supondría una cantidad similar que en los pasados comicios. Atendiendo a los datos que se tienen en este momento, la primera posición ocupada por la organización de Ferraz se correspondería con el 67,81% de los votos. El segundo puesto iría a parar al PP, que con tres ediles obtendría el mismo número que en las pasadas votaciones en el municipio. "
6995,Lodosa,34.7,L.O.I.U. | 48.08 | 6 | 1 menos && NA+ | 35.8 | 4 | <null> && PSOE | 14.73 | 1 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 34.7%, Lodosa Organización de Independientes Unidos se impondría en Lodosa con seis concejales, lo que supondría un representante menos que durante los pasados comicios en este municipio. El 48,08% de las papeletas le habría servido a Lodosa Organización de Independientes Unidos para superar a Navarra Suma y al PSOE, que obtendrían cuatro (35,8%) y un edil (14,73%), respectivamente. "
1704,Buenavista del Norte,18.45,PSOE | 45.26 | 5 | 0 && SSP | 43.47 | 5 | 0 && CCa-PNC | 10.19 | 1 | 0,"Con un 18.45% de los votos escrutados en las elecciones municipales, el PSOE y Sí Se Puede empatarían a cinco concejales en Buenavista del Norte. La formación socialista habría logrado un 45,26% de las papeletas, lo cual significaría una cantidad similar que en los pasados comicios, mientras que Si Se Puede estaría por detrás en tantos porcentuales, con un 43,47% que le valdría para superar a CCa-PNC, con un 10,19%. "
3594,Villaturiel,37.2,U.P.L. | 52.99 | 6 | <null> && PP | 25.82 | 2 | 1 menos && PSOE | 16.49 | 1 | 0 && VOX | 3.35 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 37.2%, Unión del Pueblo Leones vencería en Villaturiel con seis concejales, lo cual se traduciría en uno más que los registrados en la región durante los pasados comicios. La formación leonesista acapararía un 52,99% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido dos ediles (25,82%); seguido del PSOE, con un 16,49% de las papeletas y un asiento. El 3,35% alcanzado por Vox sería insuficiente para entrar en el concejo municipal."
5115,Sant Salvador de Guardiola,74.75,JUNTS | 43.91 | 5 | <null> && ERC-AM | 30.6 | 4 | 3 más && PSOE | 22.45 | 2 | <null>,"Con un 74.75% de los votos escrutados, Junts per Guardiola se impondría en las elecciones municipales de Sant Salvador de Guardiola con cinco concejales. La candidatura soberanista acapararía un 43,91% de los votos, mientras que en segundo lugar aparecería Sumem - Acord Municipal, que habría conseguido cuatro ediles (30,6%); seguido del PSC-CP, con un 22,45% de los votos y dos asientos. "
1780,Hermandad de Campoo de Suso,77.82,PP | 43.63 | 4 | 1 menos && PSOE | 26.31 | 3 | 2 más && Cs | 15.03 | 1 | <null> && P.R.C. | 14.62 | 1 | 2 menos,"Con un 77.82% de los votos escrutados, el PP se impondría en las elecciones municipales de Hermandad de Campoo de Suso con cuatro concejales, lo que significaría un asiento menos que durante los anteriores comicios en esta localidad. Según la información ofrecida en este momento por el Ministerio del Interior, el partido de Génova se habría hecho con un 43,63% del electorado que le serviría para estar por delante del PSOE, que con tres concejales, lograría dos más que en las anteriores votaciones en esta localidad; Cs, con uno; y el Partido Regionalista de Cantabria, que con un 14,62% obtendría un representante. "
6626,Lalín,33.8,PP | 43.14 | 11 | 1 más && CxG | 20.73 | 5 | <null> && PSOE | 18.73 | 4 | 1 más && BNG | 7.11 | 1 | 0 && P.AC | 3.57 | 0 | <null> && CCD | 2.13 | 0 | <null> && Cs | 1.99 | 0 | <null> && PAYJ | 1.99 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 33.8%, el PP ganaría en Lalín con 11 concejales, lo que se traduciría en un representante más que durante los anteriores comicios en esta localidad. Según la información ofrecida en este momento por el Ministerio del Interior, el partido de Génova se habría hecho con un 43,13% del electorado que le serviría para estar por delante de CxG, con cinco concejales; el PsdeG-PSOE, con cuatro, uno más que en los pasados sufragios; y BNG, que con un 7,11% obtendría un miembro del Ayuntamiento. "
6640,Pontevedra,67.14,BNG | 39.79 | 11 | 1 menos && PP | 30.0 | 9 | 2 más && PSOE | 13.98 | 4 | 1 más && Cs | 5.17 | 1 | <null> && MAREAS  LOCAIS | 3.6 | 0 | <null> && FERROL EN COMUN | 3.04 | 0 | <null> && VOX | 2.47 | 0 | <null> && CxG | 0.49 | 0 | <null> && ADCG | 0.25 | 0 | <null>,"BNG sería la fuerza política más votada en Pontevedra, al hacerse con 11 concejales cuando el recuento de las elecciones municipales supera el 67.14% de escrutinio, lo que supondría un representante menos que durante los pasados comicios en esta localidad. La formación nacionalista gallega habría obtenido un 39,79% de los votos, mientras que en segundo lugar se situaría el PP, que con nueve concejales, obtendría dos más que en las pasadas votaciones en esta localidad; seguido del PsdeG-PSOE, que se quedaría con cuatro concejales (13,98%); y Cs, que conseguiría uno, con un 5,17%. Tal resultado dejaría sin representación a Marea Pontevedra - Mareas Locais, opción elegida por el 3,6%; y a Podemos-Eu-Son en Común, con un 3,04%."
7856,Agullent,11.24,COMPROMÍS MUNICIPAL | 55.11 | 6 | <null> && UxA.1 | 40.26 | 5 | <null> && LAVALL | 2.08 | 0 | <null> && PP | 1.43 | 0 | 1 menos,"Compromís Municipal sería la fuerza política preferida en Agullent, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 11.24% de escrutinio. La coalición formada por el Bloc, Iniciativa y Els Verds se habría hecho con el 55,11% de los votos, porcentaje que le valdría para estar por delante de Units per Agullent, con cinco representantes, según los datos ofrecidos hasta el momento por el Ministerio del Interior. Peor suerte correrían La Vall d'Albaida Ens Uneix, que con un 2,08% no se sentaría en el Salón de Plenos; y el PP, que se quedaría sin regidores municipales al obtener el 1,43%."
